age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
,JobCat3,,primary,,6969.0,yes,no,unknown,20.0,may,0.0,1.0,-1.0,0.0,unknown,TypeA
46.0,JobCat4,married,secondary,,,yes,no,,20.0,may,0.0,2.0,-1.0,0.0,unknown,TypeA
,JobCat3,married,secondary,,113.0,yes,yes,,,may,0.0,2.0,-1.0,0.0,unknown,TypeA
35.0,JobCat4,married,tertiary,no,4798.0,yes,no,unknown,20.0,may,0.0,2.0,-1.0,0.0,unknown,TypeA
32.0,JobCat9,single,secondary,no,85.0,yes,no,unknown,20.0,may,0.0,4.0,,0.0,unknown,TypeB
35.0,JobCat3,married,,no,660.0,yes,,unknown,20.0,may,,2.0,,0.0,unknown,TypeA
29.0,JobCat7,married,,,585.0,yes,yes,unknown,20.0,may,0.0,,-1.0,0.0,unknown,TypeA
47.0,JobCat4,married,,,136.0,yes,no,unknown,20.0,may,0.0,,-1.0,,unknown,TypeA
34.0,JobCat6,,,no,360.0,,no,unknown,20.0,may,0.0,1.0,-1.0,0.0,unknown,TypeA
,JobCat10,,secondary,no,296.0,yes,no,unknown,20.0,may,,3.0,-1.0,0.0,unknown,TypeA
31.0,JobCat3,married,secondary,,0.0,yes,yes,unknown,20.0,may,0.0,1.0,-1.0,,unknown,TypeA
31.0,JobCat3,married,secondary,no,10.0,yes,yes,unknown,20.0,may,0.0,1.0,-1.0,0.0,unknown,TypeA
37.0,JobCat3,married,primary,no,451.0,yes,,unknown,20.0,may,0.0,1.0,-1.0,0.0,unknown,TypeA
32.0,JobCat9,single,secondary,,,yes,no,unknown,,,,1.0,-1.0,0.0,unknown,TypeA
31.0,JobCat6,married,tertiary,no,148.0,no,no,unknown,20.0,may,0.0,,-1.0,0.0,unknown,TypeA
29.0,JobCat5,single,,no,410.0,yes,no,,20.0,may,,2.0,-1.0,0.0,unknown,TypeA
34.0,JobCat4,married,,no,,no,no,unknown,20.0,may,,1.0,-1.0,0.0,unknown,TypeA
35.0,JobCat6,single,tertiary,,23867.0,,no,,20.0,may,0.0,3.0,-1.0,0.0,,TypeA
29.0,JobCat7,single,secondary,no,,yes,no,unknown,20.0,may,0.0,,-1.0,0.0,unknown,TypeA
37.0,JobCat11,married,secondary,no,-362.0,yes,no,unknown,20.0,may,0.0,2.0,-1.0,,unknown,TypeA
32.0,,,tertiary,no,967.0,yes,no,unknown,20.0,may,0.0,2.0,-1.0,0.0,unknown,TypeA
43.0,JobCat6,,tertiary,no,1825.0,yes,no,unknown,20.0,may,0.0,2.0,,0.0,unknown,TypeA
43.0,JobCat3,,,yes,,yes,no,unknown,20.0,may,0.0,9.0,-1.0,0.0,unknown,TypeA
34.0,,,secondary,no,1797.0,yes,yes,unknown,20.0,may,0.0,2.0,-1.0,0.0,unknown,TypeA
29.0,JobCat11,,,no,431.0,yes,yes,unknown,20.0,may,0.0,1.0,-1.0,0.0,unknown,TypeB
30.0,JobCat3,married,secondary,no,4996.0,yes,no,unknown,20.0,may,0.0,2.0,,0.0,unknown,TypeA
29.0,JobCat3,,primary,no,26.0,yes,no,unknown,20.0,may,0.0,,-1.0,0.0,unknown,TypeA
,JobCat6,single,secondary,no,,no,no,unknown,20.0,may,0.0,2.0,-1.0,,,TypeA
44.0,JobCat9,,secondary,no,982.0,yes,no,unknown,20.0,may,0.0,3.0,-1.0,0.0,unknown,TypeB
31.0,JobCat7,married,,no,4963.0,yes,,unknown,20.0,may,0.0,2.0,-1.0,0.0,unknown,TypeA
,,,primary,no,1411.0,yes,no,unknown,20.0,may,0.0,2.0,-1.0,0.0,unknown,TypeA
37.0,JobCat6,married,tertiary,,351.0,yes,no,unknown,20.0,may,,3.0,-1.0,0.0,unknown,TypeA
32.0,JobCat3,married,secondary,no,,yes,no,unknown,20.0,may,0.0,2.0,-1.0,0.0,unknown,TypeA
,JobCat3,,primary,no,622.0,yes,no,,,may,0.0,,-1.0,0.0,unknown,TypeA
34.0,JobCat7,,secondary,no,774.0,yes,no,unknown,20.0,may,0.0,1.0,-1.0,0.0,unknown,TypeA
37.0,JobCat9,,secondary,no,7313.0,yes,no,unknown,20.0,may,0.0,1.0,-1.0,,unknown,TypeA
57.0,JobCat1,divorced,primary,no,231.0,yes,no,unknown,20.0,may,0.0,14.0,-1.0,0.0,unknown,TypeA
30.0,JobCat9,married,,no,908.0,yes,,,20.0,may,0.0,1.0,-1.0,0.0,unknown,TypeA
33.0,JobCat9,single,tertiary,,2012.0,yes,,unknown,20.0,may,0.0,2.0,-1.0,0.0,unknown,TypeA
40.0,JobCat6,married,,no,917.0,yes,no,unknown,20.0,may,,,,,unknown,TypeA
29.0,JobCat3,married,secondary,no,1787.0,yes,no,,20.0,may,0.0,4.0,-1.0,0.0,unknown,TypeA
55.0,JobCat8,married,secondary,no,,yes,no,unknown,20.0,may,0.0,,-1.0,0.0,unknown,TypeA
,JobCat6,single,tertiary,no,1423.0,yes,,unknown,20.0,may,0.0,,-1.0,0.0,unknown,TypeA
34.0,,single,secondary,no,5436.0,yes,no,unknown,20.0,may,0.0,1.0,-1.0,0.0,unknown,TypeA
28.0,JobCat6,single,tertiary,no,1724.0,yes,,unknown,20.0,may,,1.0,-1.0,0.0,unknown,TypeA
41.0,JobCat7,married,secondary,no,804.0,,no,unknown,20.0,may,0.0,8.0,-1.0,0.0,unknown,TypeA
59.0,JobCat4,married,,no,,,no,unknown,20.0,may,0.0,2.0,-1.0,0.0,unknown,TypeA
34.0,JobCat6,,,no,1373.0,yes,,unknown,20.0,may,0.0,2.0,-1.0,0.0,unknown,TypeA
37.0,,married,secondary,no,,yes,no,,,may,0.0,2.0,-1.0,0.0,unknown,TypeA
36.0,JobCat9,divorced,,,273.0,yes,no,,20.0,may,0.0,2.0,-1.0,0.0,unknown,TypeA
40.0,JobCat8,married,secondary,no,311.0,yes,no,unknown,20.0,may,0.0,2.0,-1.0,0.0,unknown,TypeA
37.0,JobCat9,single,secondary,no,1022.0,yes,no,unknown,20.0,may,0.0,2.0,-1.0,0.0,unknown,TypeB
36.0,JobCat7,married,secondary,no,173.0,yes,no,unknown,20.0,may,0.0,2.0,-1.0,0.0,unknown,TypeA
35.0,JobCat3,married,secondary,no,32.0,yes,no,unknown,,,0.0,2.0,-1.0,0.0,unknown,TypeA
29.0,JobCat6,married,tertiary,,4761.0,yes,no,unknown,20.0,may,0.0,2.0,-1.0,0.0,unknown,TypeA
44.0,JobCat3,married,secondary,no,1081.0,yes,no,unknown,,may,0.0,2.0,-1.0,0.0,unknown,TypeA
,JobCat3,single,unknown,no,89.0,yes,no,unknown,20.0,may,0.0,,-1.0,0.0,unknown,TypeA
25.0,JobCat3,single,secondary,no,317.0,yes,no,unknown,20.0,,0.0,10.0,-1.0,0.0,unknown,TypeA
48.0,JobCat3,married,secondary,no,5058.0,no,no,unknown,20.0,may,0.0,4.0,-1.0,0.0,unknown,TypeA
41.0,JobCat3,married,secondary,,2852.0,,no,,20.0,may,0.0,,-1.0,0.0,unknown,TypeA
34.0,JobCat3,,,no,2390.0,yes,no,unknown,20.0,may,0.0,12.0,-1.0,0.0,unknown,TypeA
30.0,JobCat6,single,tertiary,no,,yes,no,unknown,20.0,may,,2.0,-1.0,0.0,unknown,TypeA
29.0,,divorced,secondary,no,,yes,no,unknown,20.0,may,0.0,2.0,,0.0,unknown,TypeA
29.0,JobCat3,married,primary,no,855.0,yes,yes,unknown,20.0,may,0.0,4.0,-1.0,0.0,unknown,TypeA
,JobCat11,single,secondary,no,-215.0,,no,unknown,20.0,may,0.0,3.0,-1.0,0.0,unknown,TypeA
58.0,JobCat3,married,primary,no,23.0,yes,no,unknown,20.0,may,0.0,6.0,-1.0,0.0,unknown,TypeA
40.0,JobCat3,married,unknown,,222.0,yes,no,unknown,20.0,may,,8.0,-1.0,0.0,unknown,TypeA
34.0,JobCat3,married,secondary,no,362.0,,no,,20.0,may,0.0,2.0,-1.0,0.0,unknown,TypeA
37.0,JobCat9,married,tertiary,no,602.0,yes,no,,20.0,may,0.0,7.0,-1.0,0.0,unknown,TypeA
35.0,JobCat3,married,secondary,no,426.0,yes,no,,20.0,may,0.0,3.0,-1.0,0.0,unknown,TypeA
28.0,JobCat3,married,secondary,no,5143.0,yes,yes,,20.0,may,0.0,2.0,,0.0,unknown,TypeA
30.0,JobCat3,married,primary,no,80.0,yes,no,unknown,20.0,may,0.0,2.0,-1.0,0.0,unknown,TypeA
52.0,JobCat7,married,,no,0.0,yes,no,unknown,,may,0.0,5.0,-1.0,0.0,unknown,TypeA
31.0,JobCat10,divorced,,no,1005.0,yes,no,,20.0,may,0.0,2.0,-1.0,0.0,unknown,TypeA
34.0,JobCat7,married,secondary,,183.0,yes,no,unknown,20.0,may,0.0,3.0,-1.0,0.0,unknown,TypeA
33.0,JobCat3,married,unknown,no,4822.0,yes,no,unknown,20.0,may,0.0,2.0,-1.0,0.0,unknown,TypeB
49.0,JobCat9,single,secondary,no,0.0,yes,no,unknown,20.0,may,,2.0,-1.0,0.0,unknown,TypeA
33.0,JobCat3,single,secondary,no,275.0,yes,no,unknown,20.0,may,0.0,,,0.0,unknown,TypeA
36.0,JobCat3,married,secondary,no,526.0,yes,no,unknown,20.0,may,0.0,,-1.0,0.0,unknown,TypeA
,JobCat3,married,secondary,no,1831.0,yes,,unknown,20.0,may,0.0,2.0,-1.0,0.0,unknown,TypeA
33.0,JobCat3,married,secondary,no,514.0,yes,no,,20.0,may,0.0,2.0,-1.0,,unknown,TypeA
32.0,JobCat9,married,,no,0.0,yes,no,unknown,20.0,,0.0,12.0,-1.0,0.0,unknown,TypeA
25.0,JobCat9,single,secondary,no,8.0,yes,no,unknown,20.0,may,0.0,,-1.0,,unknown,TypeA
30.0,JobCat3,married,secondary,no,,,no,unknown,20.0,may,0.0,2.0,-1.0,0.0,unknown,TypeA
,JobCat9,,secondary,no,659.0,yes,no,unknown,20.0,may,,3.0,-1.0,0.0,unknown,TypeA
29.0,JobCat3,married,secondary,no,,yes,no,unknown,20.0,may,0.0,2.0,-1.0,0.0,unknown,TypeA
21.0,JobCat5,single,,no,,yes,no,unknown,20.0,may,0.0,6.0,-1.0,0.0,unknown,TypeA
56.0,JobCat7,married,secondary,no,530.0,yes,no,unknown,20.0,,0.0,7.0,-1.0,0.0,unknown,TypeA
,JobCat3,married,primary,no,236.0,yes,no,,20.0,may,0.0,2.0,-1.0,0.0,unknown,TypeA
57.0,JobCat6,married,tertiary,,,no,no,unknown,20.0,may,0.0,10.0,-1.0,0.0,unknown,TypeA
58.0,JobCat4,married,secondary,no,2429.0,no,yes,unknown,20.0,may,0.0,7.0,-1.0,0.0,unknown,TypeA
36.0,JobCat10,married,secondary,no,,yes,no,unknown,20.0,may,0.0,2.0,-1.0,0.0,unknown,TypeA
50.0,JobCat3,married,primary,no,,yes,yes,unknown,20.0,may,0.0,,-1.0,0.0,unknown,TypeA
32.0,JobCat3,,unknown,no,,yes,no,,,may,0.0,1.0,-1.0,0.0,unknown,TypeA
36.0,unknown,married,unknown,,124.0,,no,unknown,20.0,may,0.0,13.0,-1.0,0.0,unknown,TypeA
29.0,JobCat7,single,tertiary,,1025.0,no,no,unknown,20.0,may,0.0,3.0,-1.0,0.0,unknown,TypeA
41.0,JobCat3,married,primary,no,,yes,no,,20.0,may,,2.0,-1.0,0.0,unknown,TypeB
36.0,JobCat11,married,unknown,no,28.0,,no,unknown,20.0,may,0.0,1.0,-1.0,0.0,unknown,TypeA
24.0,JobCat3,single,secondary,no,972.0,yes,no,unknown,20.0,may,0.0,10.0,-1.0,0.0,unknown,TypeA
35.0,JobCat3,,unknown,no,3044.0,,,,20.0,may,0.0,1.0,-1.0,0.0,unknown,TypeA
57.0,JobCat7,divorced,secondary,no,739.0,yes,no,unknown,20.0,may,0.0,5.0,,0.0,unknown,TypeA
33.0,JobCat3,married,secondary,no,,yes,no,unknown,20.0,may,0.0,1.0,-1.0,0.0,unknown,TypeA
28.0,JobCat3,married,secondary,no,1445.0,yes,no,unknown,20.0,may,0.0,1.0,-1.0,0.0,unknown,TypeA
29.0,JobCat3,married,secondary,no,3311.0,yes,no,unknown,20.0,may,0.0,1.0,-1.0,0.0,unknown,TypeB
34.0,,married,secondary,no,,no,no,unknown,21.0,may,0.0,1.0,-1.0,0.0,unknown,TypeA
32.0,JobCat3,married,,no,120.0,yes,no,unknown,,may,0.0,1.0,-1.0,0.0,unknown,TypeA
,JobCat6,married,tertiary,,,yes,no,unknown,21.0,may,0.0,3.0,-1.0,0.0,unknown,TypeA
31.0,JobCat11,,secondary,,,yes,no,unknown,21.0,may,,,-1.0,0.0,unknown,TypeA
,JobCat3,married,primary,no,2730.0,yes,no,unknown,21.0,may,0.0,,-1.0,0.0,unknown,TypeA
37.0,JobCat3,,primary,no,1966.0,yes,no,unknown,21.0,may,0.0,1.0,-1.0,0.0,unknown,TypeA
36.0,JobCat9,,,no,1092.0,yes,no,unknown,21.0,may,0.0,1.0,-1.0,0.0,unknown,TypeA
31.0,JobCat7,married,tertiary,no,1349.0,yes,no,unknown,21.0,may,0.0,1.0,-1.0,0.0,unknown,TypeA
,JobCat6,married,tertiary,no,2976.0,yes,no,unknown,21.0,may,0.0,1.0,-1.0,0.0,unknown,TypeA
34.0,JobCat7,married,secondary,no,393.0,yes,yes,unknown,21.0,may,0.0,1.0,-1.0,0.0,unknown,TypeA
32.0,JobCat3,divorced,secondary,no,0.0,no,yes,unknown,21.0,may,0.0,1.0,,,unknown,TypeA
37.0,JobCat6,single,tertiary,,4025.0,yes,yes,,21.0,may,0.0,1.0,-1.0,0.0,unknown,TypeA
42.0,JobCat3,married,primary,,714.0,yes,no,unknown,21.0,may,0.0,28.0,-1.0,0.0,unknown,TypeA
31.0,JobCat10,married,secondary,no,438.0,yes,yes,,21.0,may,0.0,1.0,-1.0,0.0,unknown,TypeA
40.0,JobCat6,,primary,no,858.0,yes,no,,21.0,may,0.0,,-1.0,0.0,,TypeA
33.0,JobCat3,,secondary,no,592.0,yes,no,unknown,21.0,may,0.0,,-1.0,0.0,unknown,TypeA
36.0,JobCat7,married,secondary,,-224.0,yes,yes,unknown,21.0,may,0.0,1.0,-1.0,0.0,unknown,TypeA
37.0,,married,tertiary,no,,yes,no,,21.0,,0.0,1.0,-1.0,0.0,unknown,TypeA
29.0,JobCat7,married,secondary,no,289.0,yes,no,,21.0,may,0.0,2.0,-1.0,0.0,unknown,TypeA
31.0,JobCat7,married,secondary,no,57.0,yes,yes,unknown,21.0,may,0.0,1.0,,0.0,unknown,TypeA
32.0,JobCat3,single,secondary,no,558.0,yes,no,,21.0,may,0.0,,-1.0,,unknown,TypeA
35.0,JobCat11,single,tertiary,no,-898.0,yes,no,unknown,21.0,may,,1.0,-1.0,0.0,unknown,TypeA
32.0,JobCat6,divorced,tertiary,no,5754.0,yes,no,unknown,21.0,may,0.0,1.0,-1.0,0.0,unknown,TypeA
37.0,JobCat3,married,primary,no,,yes,yes,unknown,21.0,may,0.0,1.0,-1.0,0.0,unknown,TypeA
29.0,JobCat6,married,secondary,no,8629.0,yes,no,unknown,21.0,may,0.0,2.0,-1.0,0.0,unknown,TypeA
33.0,JobCat11,married,secondary,no,498.0,yes,,unknown,21.0,may,0.0,1.0,,,unknown,TypeA
36.0,JobCat6,single,tertiary,no,1746.0,yes,no,,,may,,1.0,-1.0,0.0,,TypeA
34.0,JobCat9,single,secondary,no,,yes,no,unknown,21.0,may,0.0,1.0,-1.0,0.0,unknown,TypeA
34.0,,single,tertiary,no,687.0,yes,no,unknown,21.0,may,0.0,3.0,-1.0,,unknown,TypeA
31.0,JobCat3,single,secondary,no,2764.0,yes,no,unknown,21.0,may,0.0,1.0,-1.0,0.0,unknown,TypeA
,JobCat3,married,secondary,no,1207.0,yes,no,unknown,21.0,may,0.0,1.0,-1.0,0.0,unknown,TypeB
31.0,JobCat6,married,,no,3090.0,yes,no,unknown,,may,0.0,1.0,-1.0,0.0,unknown,TypeA
,JobCat9,divorced,,yes,-530.0,yes,,unknown,21.0,may,0.0,1.0,-1.0,0.0,unknown,TypeA
41.0,,married,tertiary,no,,yes,no,unknown,21.0,may,0.0,,-1.0,0.0,unknown,TypeA
36.0,JobCat9,married,,no,,yes,no,unknown,21.0,may,0.0,1.0,-1.0,0.0,unknown,TypeA
33.0,JobCat3,single,secondary,no,470.0,yes,no,unknown,21.0,may,0.0,1.0,,0.0,unknown,TypeA
37.0,JobCat9,,secondary,no,,,no,unknown,21.0,may,0.0,2.0,,0.0,unknown,TypeA
40.0,JobCat3,married,primary,no,1136.0,yes,no,unknown,21.0,may,0.0,1.0,-1.0,0.0,unknown,TypeA
,JobCat3,married,secondary,no,,yes,yes,unknown,21.0,,,1.0,,,unknown,TypeA
,JobCat3,single,,no,17.0,yes,no,unknown,21.0,may,0.0,,-1.0,0.0,unknown,TypeA
32.0,JobCat7,married,secondary,no,12.0,no,no,unknown,21.0,may,0.0,1.0,-1.0,0.0,unknown,TypeA
26.0,,single,,no,135.0,yes,no,unknown,21.0,may,0.0,1.0,,0.0,unknown,TypeA
34.0,JobCat7,married,secondary,no,5024.0,no,no,unknown,21.0,may,0.0,1.0,-1.0,0.0,unknown,TypeA
32.0,JobCat9,single,secondary,no,1161.0,,no,,21.0,may,0.0,1.0,-1.0,0.0,unknown,TypeA
37.0,JobCat9,married,secondary,no,3528.0,yes,no,unknown,21.0,may,0.0,,-1.0,,unknown,TypeA
30.0,JobCat9,,secondary,,791.0,yes,,unknown,21.0,may,0.0,2.0,-1.0,,unknown,TypeB
,JobCat6,married,unknown,no,546.0,yes,no,unknown,21.0,may,,2.0,-1.0,0.0,unknown,TypeA
37.0,JobCat3,married,secondary,,804.0,yes,no,unknown,21.0,may,0.0,1.0,-1.0,0.0,unknown,TypeA
29.0,JobCat3,single,secondary,no,6982.0,yes,no,unknown,21.0,may,0.0,1.0,-1.0,0.0,unknown,TypeA
34.0,JobCat11,married,secondary,no,0.0,no,no,unknown,21.0,may,0.0,1.0,-1.0,0.0,unknown,TypeA
32.0,,married,secondary,no,528.0,yes,no,unknown,21.0,may,0.0,1.0,-1.0,0.0,unknown,TypeA
35.0,JobCat11,married,unknown,no,734.0,yes,no,unknown,21.0,may,0.0,,-1.0,0.0,unknown,TypeA
29.0,JobCat9,single,secondary,no,109.0,yes,no,unknown,21.0,may,0.0,1.0,-1.0,0.0,unknown,TypeA
,JobCat8,married,secondary,no,4746.0,yes,no,unknown,21.0,may,0.0,11.0,-1.0,0.0,unknown,TypeA
34.0,,single,tertiary,,808.0,no,no,unknown,21.0,may,,1.0,-1.0,0.0,unknown,TypeA
33.0,JobCat8,married,tertiary,,35368.0,yes,no,unknown,21.0,may,0.0,1.0,,,unknown,TypeA
,,single,secondary,no,,no,no,unknown,21.0,may,0.0,10.0,-1.0,,unknown,TypeA
24.0,,,primary,no,0.0,yes,no,unknown,21.0,may,0.0,1.0,,0.0,unknown,TypeA
31.0,JobCat6,married,,no,,yes,,unknown,21.0,may,0.0,1.0,-1.0,,unknown,TypeA
41.0,,married,,no,2490.0,yes,no,unknown,21.0,may,,2.0,-1.0,0.0,unknown,TypeA
33.0,JobCat6,single,tertiary,no,6659.0,yes,no,unknown,21.0,may,0.0,1.0,-1.0,0.0,unknown,TypeA
28.0,JobCat9,married,,no,1126.0,yes,no,unknown,21.0,may,0.0,1.0,-1.0,0.0,unknown,TypeA
32.0,JobCat3,single,secondary,no,3773.0,yes,no,unknown,21.0,may,0.0,1.0,-1.0,0.0,unknown,TypeA
32.0,JobCat8,single,tertiary,no,1129.0,yes,,unknown,21.0,may,0.0,2.0,,0.0,unknown,TypeA
34.0,JobCat6,,tertiary,no,849.0,yes,yes,unknown,21.0,may,,,-1.0,0.0,unknown,TypeB
34.0,JobCat11,single,secondary,,98.0,yes,no,unknown,21.0,may,,1.0,-1.0,0.0,unknown,TypeA
29.0,JobCat3,,secondary,no,1914.0,yes,no,unknown,21.0,may,0.0,1.0,,0.0,unknown,TypeA
32.0,,married,secondary,,,yes,no,unknown,21.0,may,,3.0,-1.0,0.0,unknown,TypeA
28.0,JobCat4,married,,no,-98.0,yes,no,unknown,21.0,may,0.0,7.0,-1.0,0.0,unknown,TypeA
29.0,JobCat3,married,,no,435.0,yes,no,unknown,,may,0.0,1.0,-1.0,0.0,unknown,TypeA
36.0,JobCat7,single,primary,no,,yes,no,,21.0,may,0.0,1.0,-1.0,0.0,unknown,TypeA
31.0,JobCat3,married,secondary,no,467.0,yes,no,unknown,21.0,may,0.0,2.0,-1.0,0.0,unknown,TypeA
32.0,JobCat6,single,tertiary,no,0.0,yes,no,,21.0,may,0.0,,-1.0,0.0,unknown,TypeA
51.0,,,secondary,no,44.0,no,,,,,,2.0,-1.0,0.0,unknown,TypeA
33.0,JobCat4,married,secondary,no,350.0,yes,no,unknown,21.0,may,0.0,1.0,-1.0,0.0,unknown,TypeA
30.0,JobCat9,,,no,2693.0,,no,unknown,21.0,may,0.0,1.0,-1.0,0.0,unknown,TypeA
,JobCat3,,secondary,no,1243.0,yes,no,,21.0,may,,1.0,-1.0,0.0,unknown,TypeA
,JobCat9,married,,no,883.0,yes,no,,21.0,may,,1.0,,0.0,unknown,TypeA
31.0,,single,primary,no,599.0,yes,no,unknown,21.0,may,0.0,,-1.0,0.0,unknown,TypeA
34.0,JobCat3,divorced,primary,no,3202.0,yes,no,,21.0,may,0.0,2.0,-1.0,0.0,unknown,TypeA
31.0,,married,tertiary,no,741.0,no,no,unknown,21.0,may,0.0,1.0,-1.0,0.0,unknown,TypeA
,JobCat3,single,secondary,yes,239.0,yes,no,unknown,21.0,may,,1.0,-1.0,0.0,unknown,TypeB
29.0,JobCat11,single,secondary,,,yes,no,unknown,21.0,,0.0,,-1.0,0.0,unknown,TypeA
27.0,JobCat3,divorced,secondary,no,-300.0,no,no,unknown,,may,0.0,1.0,-1.0,0.0,unknown,TypeA
26.0,JobCat7,single,unknown,no,-70.0,yes,yes,,21.0,may,0.0,1.0,-1.0,0.0,unknown,TypeA
31.0,JobCat9,married,secondary,no,,yes,no,unknown,21.0,may,0.0,,-1.0,0.0,unknown,TypeA
33.0,JobCat9,married,secondary,no,569.0,yes,no,unknown,21.0,may,0.0,5.0,-1.0,0.0,unknown,TypeA
,JobCat6,single,tertiary,no,0.0,yes,no,unknown,,may,0.0,1.0,,0.0,unknown,TypeA
30.0,JobCat9,single,secondary,no,287.0,yes,no,unknown,21.0,may,0.0,,-1.0,0.0,unknown,TypeA
,JobCat7,married,secondary,,-954.0,yes,no,unknown,21.0,may,0.0,3.0,-1.0,0.0,unknown,TypeA
33.0,,married,,no,,yes,no,unknown,21.0,may,0.0,1.0,-1.0,0.0,unknown,TypeA
57.0,JobCat2,,secondary,no,1408.0,no,no,unknown,21.0,may,0.0,6.0,-1.0,0.0,unknown,TypeA
25.0,JobCat3,married,secondary,no,1600.0,yes,no,unknown,21.0,may,0.0,1.0,-1.0,0.0,unknown,TypeA
31.0,JobCat6,married,,no,188.0,yes,no,unknown,21.0,may,,1.0,-1.0,0.0,unknown,TypeA
40.0,JobCat3,single,secondary,no,1066.0,yes,,unknown,21.0,may,0.0,1.0,-1.0,0.0,unknown,TypeA
48.0,JobCat9,,tertiary,no,,yes,no,,,may,0.0,12.0,-1.0,0.0,unknown,TypeA
35.0,JobCat7,,secondary,no,405.0,yes,no,unknown,21.0,may,0.0,2.0,-1.0,0.0,unknown,TypeA
25.0,,single,,no,0.0,yes,no,,21.0,may,,1.0,-1.0,,unknown,TypeA
29.0,JobCat3,single,secondary,no,,yes,no,unknown,21.0,may,0.0,1.0,-1.0,0.0,unknown,TypeA
,JobCat3,married,secondary,no,932.0,yes,no,unknown,21.0,may,,1.0,,0.0,unknown,TypeA
34.0,JobCat10,married,secondary,no,,yes,yes,unknown,21.0,may,0.0,1.0,-1.0,0.0,unknown,TypeA
35.0,JobCat9,married,secondary,no,1450.0,yes,yes,unknown,21.0,may,0.0,,-1.0,0.0,unknown,TypeA
35.0,JobCat3,single,secondary,no,2032.0,yes,no,,21.0,may,0.0,2.0,-1.0,0.0,unknown,TypeA
30.0,JobCat9,single,tertiary,,0.0,yes,no,unknown,21.0,may,0.0,,-1.0,0.0,unknown,TypeA
35.0,JobCat9,married,secondary,,,yes,no,unknown,21.0,may,0.0,3.0,,0.0,unknown,TypeA
32.0,JobCat9,single,secondary,no,951.0,yes,no,,21.0,may,0.0,1.0,-1.0,0.0,unknown,TypeA
34.0,JobCat11,married,,no,957.0,yes,no,unknown,21.0,may,0.0,1.0,-1.0,0.0,unknown,TypeA
37.0,JobCat2,married,tertiary,no,855.0,yes,no,unknown,21.0,may,0.0,,-1.0,0.0,unknown,TypeA
29.0,JobCat11,married,secondary,no,8784.0,yes,no,unknown,21.0,may,0.0,2.0,-1.0,0.0,unknown,TypeA
29.0,JobCat7,married,secondary,no,525.0,yes,yes,unknown,21.0,may,0.0,1.0,-1.0,0.0,unknown,TypeA
30.0,JobCat9,married,secondary,no,1830.0,yes,no,,21.0,may,0.0,1.0,-1.0,0.0,unknown,TypeA
32.0,JobCat3,married,secondary,no,622.0,yes,no,unknown,21.0,may,0.0,1.0,-1.0,0.0,unknown,TypeA
30.0,JobCat3,single,secondary,no,1067.0,yes,no,unknown,21.0,may,0.0,2.0,,0.0,unknown,TypeA
29.0,JobCat9,,secondary,no,141.0,yes,no,,21.0,may,0.0,2.0,-1.0,0.0,unknown,TypeA
41.0,JobCat6,single,,no,1216.0,yes,no,unknown,21.0,,0.0,3.0,-1.0,0.0,unknown,TypeA
31.0,JobCat9,,primary,no,5.0,,no,unknown,21.0,,0.0,2.0,-1.0,0.0,unknown,TypeA
52.0,,married,secondary,no,289.0,,no,unknown,21.0,may,0.0,13.0,,0.0,unknown,TypeA
30.0,JobCat4,married,tertiary,no,4465.0,yes,no,unknown,21.0,may,0.0,,-1.0,0.0,unknown,TypeA
33.0,JobCat9,single,,no,458.0,yes,no,unknown,21.0,may,0.0,3.0,-1.0,0.0,unknown,TypeA
34.0,JobCat6,single,tertiary,,1869.0,yes,,unknown,21.0,may,0.0,2.0,-1.0,0.0,unknown,TypeA
35.0,JobCat8,married,tertiary,no,2084.0,yes,no,unknown,21.0,may,,2.0,-1.0,0.0,unknown,TypeA
30.0,JobCat9,married,secondary,no,1389.0,yes,no,unknown,21.0,may,0.0,,-1.0,0.0,unknown,TypeA
25.0,,,secondary,no,,yes,yes,unknown,,may,,1.0,-1.0,0.0,unknown,TypeA
,JobCat6,married,tertiary,,11149.0,yes,,unknown,21.0,may,0.0,2.0,-1.0,0.0,unknown,TypeA
34.0,JobCat6,married,,no,-35.0,yes,yes,unknown,21.0,may,0.0,2.0,-1.0,0.0,unknown,TypeA
35.0,JobCat3,married,,no,3242.0,yes,no,unknown,21.0,may,0.0,1.0,-1.0,0.0,unknown,TypeA
27.0,JobCat3,single,secondary,no,0.0,no,,unknown,,may,0.0,1.0,-1.0,0.0,unknown,TypeA
32.0,JobCat3,married,primary,no,,yes,yes,unknown,21.0,may,0.0,1.0,-1.0,0.0,unknown,TypeA
29.0,JobCat9,married,tertiary,no,1410.0,yes,no,unknown,,,0.0,1.0,-1.0,,unknown,TypeA
30.0,JobCat3,single,secondary,no,1721.0,yes,no,unknown,21.0,may,0.0,2.0,,0.0,unknown,TypeA
36.0,JobCat6,married,tertiary,no,,yes,no,unknown,21.0,may,0.0,1.0,-1.0,0.0,unknown,TypeA
33.0,,married,,no,,yes,,unknown,21.0,may,0.0,1.0,-1.0,0.0,unknown,TypeA
42.0,JobCat9,divorced,secondary,no,2974.0,yes,no,unknown,21.0,may,0.0,5.0,-1.0,0.0,unknown,TypeA
32.0,JobCat8,,secondary,no,,yes,no,unknown,21.0,may,0.0,1.0,-1.0,0.0,unknown,TypeA
